bilberry_fruits,bilberry_fungi,bilberry_herbivory,bilberry_cover,cowberry_fruits,cowberry_fungi,cowberry_herbivory,cowberry_cover,thin,N,P,treatment_name,latitude,longitude,year,exp_name
0,5,4,87,0,1,0,19,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
2,5,10,85,0,1,2,19,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
0,0,2,37,0,1,0,1,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
2,13,8,71,0,3,1,26,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
2,0,7,48,0,2,1,47,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
0,5,13,52,0,17,3,29,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
0,8,4,72,0,1,2,12,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
0,22,3,69,0,3,0,14,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
1,2,8,67,0,8,0,24,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
1,7,5,62,2,14,2,45,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
1,4,12,67,0,7,5,37,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
1,6,8,58,0,2,3,38,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
17,10,5,74,0,2,0,37,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
2,2,15,71,0,0,2,22,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
0,0,1,94,0,0,2,16,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
8,17,7,45,0,1,3,23,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,0,0,5,0,5,1,17,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
5,3,8,65,0,18,0,33,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
1,3,8,68,0,1,2,15,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
6,5,12,47,0,1,1,22,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
10,35,11,86,0,2,1,7,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
3,9,5,78,0,0,0,4,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
0,2,5,15,0,3,4,21,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
1,15,4,77,0,0,1,4,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
3,2,9,51,0,7,3,40,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
2,2,11,97,0,3,1,0,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
4,10,2,82,0,2,0,14,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
0,0,4,79,0,0,2,14,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
11,5,7,86,0,2,3,13,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
0,0,1,98,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
2,29,9,54,0,16,1,32,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
2,0,6,78,0,8,2,25,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
1,0,0,81,0,3,0,22,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
3,0,4,68,0,4,2,17,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
2,4,6,90,0,5,4,24,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
7,2,7,72,0,4,2,19,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
3,16,3,92,0,3,0,9,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
0,49,4,95,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
1,3,21,50,0,4,1,26,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
3,0,7,20,0,12,3,80,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,3,8,62,0,7,2,40,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
4,6,5,94,0,1,1,5,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
3,2,3,41,5,5,4,46,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
2,2,17,70,0,4,2,30,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
3,0,11,89,0,4,1,21,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
15,1,11,82,0,1,2,17,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
2,34,4,51,0,5,2,50,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
4,5,0,95,0,0,0,13,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,1,2,79,0,1,2,29,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
1,4,4,85,0,1,0,3,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
8,29,4,91,0,2,1,5,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
1,32,6,71,0,3,0,10,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
1,2,8,70,0,6,1,29,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
1,3,8,66,0,4,2,15,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
24,8,5,76,4,4,3,35,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
6,9,10,83,0,7,2,23,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
6,3,8,67,0,5,0,7,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
0,4,13,80,0,3,2,22,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
3,4,4,66,0,3,3,38,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
10,11,4,61,0,3,3,47,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
0,6,2,79,0,0,0,2,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
2,0,7,93,0,5,0,20,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
4,4,9,60,0,3,2,41,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
1,11,2,82,0,2,0,15,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
3,9,10,61,0,17,5,52,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
2,24,3,79,0,2,2,11,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
0,12,1,94,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
6,0,15,48,0,2,2,37,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
5,29,2,85,0,3,0,9,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
8,24,4,87,0,2,0,9,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
4,18,8,73,0,3,2,15,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
0,9,1,96,0,0,0,4,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
23,0,6,52,0,0,0,2,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
2,19,0,96,0,0,0,0,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,0,1,6,0,16,0,96,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
6,0,2,99,0,0,2,15,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
9,12,6,92,0,4,3,30,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
3,12,6,62,0,8,3,35,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
5,11,2,100,0,0,0,0,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
0,8,6,72,0,1,1,13,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
3,6,7,66,0,7,3,54,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
9,11,6,85,0,3,3,34,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
0,0,2,92,0,1,0,7,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
0,13,3,90,0,0,0,7,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
0,26,12,85,0,0,1,9,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
1,21,10,81,0,6,3,17,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
11,4,6,62,0,3,2,38,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
0,2,5,72,0,2,4,11,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
2,13,8,92,0,4,0,7,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
4,9,15,81,0,5,5,19,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
13,11,8,83,0,8,1,25,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
3,34,4,85,0,0,2,5,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
0,0,3,38,0,1,2,17,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
21,2,0,95,0,0,0,2,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
9,16,7,65,0,2,0,42,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
2,17,8,94,0,5,2,11,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
1,4,9,92,0,3,2,13,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
0,0,1,61,0,10,0,41,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
19,11,4,95,0,2,3,12,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
9,8,12,84,0,3,7,37,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
0,1,3,49,0,4,4,41,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
0,48,4,74,0,0,0,6,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
1,0,1,100,0,0,0,6,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,3,5,37,0,1,0,1,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
19,5,0,88,0,4,3,39,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
14,5,5,50,0,10,3,47,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
2,43,5,82,0,1,0,8,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
7,9,8,52,0,4,3,49,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
8,4,7,98,0,2,0,12,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
4,12,1,97,0,0,1,2,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
3,49,6,77,0,0,1,11,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
0,2,3,42,5,6,4,61,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
4,4,11,74,0,5,3,32,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
2,0,5,95,0,6,0,9,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
0,0,4,51,0,10,3,28,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
3,0,18,66,0,17,2,54,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
14,16,5,98,0,2,0,7,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
3,0,8,41,0,14,2,28,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2015,927Malå
4,20,7,68,0,7,1,36,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
2,5,4,92,0,1,0,9,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
0,9,5,85,0,3,1,39,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
10,4,6,54,0,0,0,4,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
4,0,10,50,0,0,0,6,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2015,927Malå
0,2,8,88,0,3,1,6,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
0,0,10,92,0,0,0,3,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
6,3,8,91,0,3,1,18,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
4,12,11,73,0,5,2,15,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
2,3,5,55,0,6,4,37,thin,no_N,no_P,thinning,65.1325542592,19.107347354,2014,927Malå
0,5,5,47,0,9,2,49,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
0,24,7,52,0,10,2,46,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2014,927Malå
0,2,7,49,0,12,2,42,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2015,927Malå
23,14,5,86,0,1,2,13,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
0,10,2,88,3,3,1,20,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
2,2,3,47,0,5,3,48,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
1,16,4,69,0,2,6,41,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2014,927Malå
1,9,5,87,0,5,2,21,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
4,7,8,87,0,1,0,20,thin,Nxtra,Pxtra,thinning+NP,65.1325542592,19.107347354,2014,927Malå
4,5,2,50,0,3,1,10,thin,Nxtra,no_P,thinning+N,65.1325542592,19.107347354,2015,927Malå
2,4,13,62,0,3,3,40,no_thin,no_N,no_P,not_thinned,65.1325542592,19.107347354,2014,927Malå
0,7,5,63,0,3,1,12,no_thin,Nxtra,no_P,not_thinned+N,65.1325542592,19.107347354,2015,927Malå
0,0,0,0,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,0,thin,Nxtra,no_P,thinning+N,59.1719900139,14.3957245618,2015,929Nysund
0,0,0,0,0,0,0,0,thin,no_N,no_P,thinning,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,0,no_thin,no_N,no_P,not_thinned,59.1719900139,14.3957245618,2014,929Nysund
0,0,3,27,0,9,10,55,thin,no_N,no_P,thinning,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,0,thin,Nxtra,no_P,thinning+N,59.1719900139,14.3957245618,2015,929Nysund
0,0,0,0,0,0,0,0,no_thin,no_N,no_P,not_thinned,59.1719900139,14.3957245618,2015,929Nysund
0,0,0,0,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,59.1719900139,14.3957245618,2015,929Nysund
0,0,4,31,0,0,0,0,thin,no_N,no_P,thinning,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,0,no_thin,Nxtra,no_P,not_thinned+N,59.1719900139,14.3957245618,2015,929Nysund
0,0,4,7,0,0,0,0,thin,Nxtra,no_P,thinning+N,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,3,thin,no_N,no_P,thinning,59.1719900139,14.3957245618,2015,929Nysund
0,0,1,10,0,4,3,47,thin,Nxtra,no_P,thinning+N,59.1719900139,14.3957245618,2014,929Nysund
0,0,0,0,0,0,0,0,no_thin,no_N,no_P,not_thinned,59.1719900139,14.3957245618,2015,929Nysund
